# t_us, gyr_frd_x [rad/s], gyr_frd_y [rad/s], gyr_frd_z [rad/s], acc_frd_x [m/s^2], acc_frd_y [m/s^2], acc_frd_z [m/s^2]  -- block-averaged from 783 Hz by 8 (inslib_decimate_dataset.py)
2022744040,0.000965926492,0.0040968606,-0.00283116384,0.0670376465,-0.0257376678,-9.86800142
2022755241,0.00059954058,0.0034307045,-0.00156546705,0.0736217011,-0.0215478149,-9.86949779
2022765196,0.00123238897,0.00403024506,-0.00223162328,0.0730231506,-0.0131681091,-9.86111809
2022775152,0.00143223584,0.0042300919,-0.00189854516,0.0676361969,-0.0146644852,-9.86919852
2022785108,0.0016320827,0.00339739665,-0.00226493108,0.0718260498,-0.0209492645,-9.87219127
2022795064,0.00143223584,0.00346401225,-0.00149885148,0.0712274994,-0.0161608612,-9.86441012
2022806264,0.00156546707,0.00333078105,-0.00233154668,0.0682347473,-0.0209492645,-9.86560722
2022816220,0.00193185298,0.00333078102,-0.00259800921,0.0688332977,-0.024540567,-9.8754833
2022826176,0.00156546708,0.0035639357,-0.00166539049,0.0640448944,-0.0182557877,-9.8742862
2022836132,0.00103254212,0.00383039813,-0.00196516081,0.0739209763,-0.0215478149,-9.86530794
2022847332,0.000566232779,0.00426339971,-0.00259800917,0.0718260498,-0.0161608612,-9.86650504
2022857288,0.000732771822,0.0038303982,-0.00223162326,0.0709282242,-0.0197521637,-9.86321301
2022867244,0.000233154672,0.00346401222,-0.00219831546,0.0748188019,-0.0176572372,-9.86261447
2022877200,0.00116577336,0.00346401231,-0.00246477795,0.0730231506,-0.0233434662,-9.87039562
2022887156,0.00143223581,0.00359724348,-0.00276454825,0.0742202515,-0.017357962,-9.86680432
2022898356,0.00066615621,0.00379709032,-0.00219831547,0.0772130035,-0.024540567,-9.86650504
2022908312,0.000466309345,0.00293108732,-0.00229823891,0.0748188019,-0.0200514389,-9.86650504
2022918268,0.000866003076,0.00239816233,-0.00259800919,0.0751180771,-0.0182557876,-9.86500866
2022928223,0.00156546708,0.00293108732,-0.00186523734,0.0712274994,-0.0266354935,-9.87219127
